"";"fill";"height";"count";"x";"xmin";"xmax";"width";"density";"ncount";"ndensity";"flipped_aes";"y";"PANEL";"group";"iscale";"scale";"rel_min_height";"ymin";"ymax";"min_height";"colour";"size";"linetype";"alpha";"datatype";"point_shape";"point_size";"point_stroke"
"36";"#e66101";0;0;84,99995;80;85;5;0;0;0;FALSE;1;"1";1;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"37";"#e66101";0;0;85;85;90;5;0;0;0;FALSE;1;"1";1;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"38";"#e66101";0;0;89,99995;85;90;5;0;0;0;FALSE;1;"1";1;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"39";"#e66101";0;0;90;90;95;5;0;0;0;FALSE;1;"1";1;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"40";"#e66101";0;0;94,99995;90;95;5;0;0;0;FALSE;1;"1";1;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"41";"#e66101";0;0;95;95;100;5;0;0;0;FALSE;1;"1";1;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"42";"#e66101";0;0;99,99995;95;100;5;0;0;0;FALSE;1;"1";1;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"43";"#e66101";0;0;100;100;NA;5;0;0;0;FALSE;1;"1";1;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"44";"#e66101";0;0;NA;100;NA;5;0;0;0;FALSE;1;"1";1;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"45";"#fdb863";0;0;NA;NA;0;5;0;0;0;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"46";"#fdb863";0;0;NA;NA;0;5;0;0;0;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"47";"#fdb863";0;0;0;0;5;5;0;0;0;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"48";"#fdb863";0;0;4,99995;0;5;5;0;0;0;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"49";"#fdb863";0;0;5;5;10;5;0;0;0;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"50";"#fdb863";0;0;9,99995;5;10;5;0;0;0;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"51";"#fdb863";0;0;10;10;15;5;0;0;0;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"52";"#fdb863";0;0;14,99995;10;15;5;0;0;0;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"53";"#fdb863";0;0;15;15;20;5;0;0;0;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"54";"#fdb863";0;0;19,99995;15;20;5;0;0;0;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"55";"#fdb863";0;0;20;20;25;5;0;0;0;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"56";"#fdb863";0;0;24,99995;20;25;5;0;0;0;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"57";"#fdb863";0;0;25;25;30;5;0;0;0;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"58";"#fdb863";0;0;29,99995;25;30;5;0;0;0;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"59";"#fdb863";0;0;30;30;35;5;0;0;0;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"60";"#fdb863";0;0;34,99995;30;35;5;0;0;0;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"61";"#fdb863";0;0;35;35;40;5;0;0;0;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"62";"#fdb863";0;0;39,99995;35;40;5;0;0;0;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"63";"#fdb863";0;0;40;40;45;5;0;0;0;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"64";"#fdb863";0;0;44,99995;40;45;5;0;0;0;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"65";"#fdb863";0,0766762954490852;1745,5789524461;45;45;50;5;0,0766762954490852;1;1;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1.67684315021148;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"66";"#fdb863";0,0766762954490852;1745,5789524461;49,99995;45;50;5;0,0766762954490852;1;1;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1.67684315021148;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"67";"#fdb863";0,0331898594335767;755,585800312519;50;50;55;5;0,0331898594335767;0,432856846293722;0,432856846293722;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1.29297619143605;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"68";"#fdb863";0,0331898594335767;755,585800312519;54,99995;50;55;5;0,0331898594335767;0,432856846293722;0,432856846293722;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1.29297619143605;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"69";"#fdb863";0,0306599312868814;697,990564415858;55;55;60;5;0,0306599312868814;0,399861927435453;0,399861927435453;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1.27064380661505;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
